Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ireland,IRL,Surface area (sq. km),AG.SRF.TOTL.K2,,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,,
"Iran, Islamic Rep.",IRN,Surface area (sq. km),AG.SRF.TOTL.K2,,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,,
Iraq,IRQ,Surface area (sq. km),AG.SRF.TOTL.K2,,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,438320,435240,435240,435240,435240,435052,435052,435052,435052,435052,435052,,
Iceland,ISL,Surface area (sq. km),AG.SRF.TOTL.K2,,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,,
Israel,ISR,Surface area (sq. km),AG.SRF.TOTL.K2,,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,,
Italy,ITA,Surface area (sq. km),AG.SRF.TOTL.K2,,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,302070,,
Jamaica,JAM,Surface area (sq. km),AG.SRF.TOTL.K2,,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,,
Jordan,JOR,Surface area (sq. km),AG.SRF.TOTL.K2,,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,89320,89320,89320,89320,89320,89320,89320,89320,89320,89320,,
Japan,JPN,Surface area (sq. km),AG.SRF.TOTL.K2,,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377880,377890,377900,377910,377910,377920,377930,377940,377947,377950,377955,377960,377962,377962,377971,377970,377970,377974,,
Kazakhstan,KAZ,Surface area (sq. km),AG.SRF.TOTL.K2,,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724900,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,,
Kenya,KEN,Surface area (sq. km),AG.SRF.TOTL.K2,,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,,
Kyrgyz Republic,KGZ,Surface area (sq. km),AG.SRF.TOTL.K2,,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199949,199949,199949,199949,199949,199949,199949,199950,199950,199950,,
Cambodia,KHM,Surface area (sq. km),AG.SRF.TOTL.K2,,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,,
Kiribati,KIR,Surface area (sq. km),AG.SRF.TOTL.K2,,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,,
St. Kitts and Nevis,KNA,Surface area (sq. km),AG.SRF.TOTL.K2,,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,,
"Korea, Rep.",KOR,Surface area (sq. km),AG.SRF.TOTL.K2,,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99540,99590,99600,99620,99650,99680,99720,99830,99900,100030,100030,100150,100266,100280,100295,100339,100360,100370,,
Kuwait,KWT,Surface area (sq. km),AG.SRF.TOTL.K2,,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,,
Latin America & Caribbean (excluding high income),LAC,Surface area (sq. km),AG.SRF.TOTL.K2,,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18576880,18549690,18549690,18549690,18549690,18549690,18549690,18549690,18549690,18549690,18549690,18549690,18549690,18549682,18549682,18549680,18549681,18549581,18549581,18549576,18549576,18549577,,
Lao PDR,LAO,Surface area (sq. km),AG.SRF.TOTL.K2,,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,,
Lebanon,LBN,Surface area (sq. km),AG.SRF.TOTL.K2,,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,,
Liberia,LBR,Surface area (sq. km),AG.SRF.TOTL.K2,,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,,
Libya,LBY,Surface area (sq. km),AG.SRF.TOTL.K2,,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,,
St. Lucia,LCA,Surface area (sq. km),AG.SRF.TOTL.K2,,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,,
Latin America & Caribbean,LCN,Surface area (sq. km),AG.SRF.TOTL.K2,,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452772.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20452682.4,20425492.4,20425492.4,20425492.4,20425492.4,20425492.4,20425492.4,20425492.4,20425492.4,20425492.4,20425492.4,20425492.4,20425492.4,20425484.4,20425480,20425478,20425479,20425379,20425379,20425978,20425978,20425979,,
Least developed countries: UN classification,LDC,Surface area (sq. km),AG.SRF.TOTL.K2,,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18392391,18274791,18267868,18267868,18267868,18267868,18267868,18267868,18267868,18267868,18267868,18267868,18298153.64,18298156.43,18298156.65,18298151.28,18298149.35,18298148.49,18298149.13,20786418.46,20786418.56,20786414.4,20785584.57,20785584.08,20785579.27,20785926.64,20785517.39,,
Low income,LIC,Surface area (sq. km),AG.SRF.TOTL.K2,,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12831330,12713730,12713730,12713730,12713730,12713730,12713730,12713730,12713730,12713730,12713730,12713730,12745698.64,12745701.43,12745701.65,12745696.28,12745694.35,12745693.49,12745694.13,15233963.46,15233963.56,15233959.4,15233959.57,15233959.08,15233954.27,15233954.64,15233956.39,,
Liechtenstein,LIE,Surface area (sq. km),AG.SRF.TOTL.K2,,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,,
Sri Lanka,LKA,Surface area (sq. km),AG.SRF.TOTL.K2,,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,,
Lower middle income,LMC,Surface area (sq. km),AG.SRF.TOTL.K2,,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26404181,26404181,26406221,26406301,26406301,26406301,26406301,26406301,26406301,26406301,26404961,26404971,26404971,26405641,26406371,26406401,26406411,26399488,26399488,26399488,26399488,26399488,26399488,26397618,26397628,26397678,26397688,26396009,26397907,26397907,26397907,26397746,26397745,26397648,26397651,26397665,26394369,26397444,26400098,26400099,26403682,26403313.2,,
Low & middle income,LMY,Surface area (sq. km),AG.SRF.TOTL.K2,,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94174718,94174718,94176758,94176838,94176838,94176838,94176838,94176838,94176838,94176838,94175498,94175508,94175508,94176178,94177088,94177120,94059610,94052687,94052697,94052697,94052687,94025497,94025497,94023627,94023637.2,94023687.2,94023696.7,94054007.14,94055907.23,94055907.65,94055902.28,94055739.35,94053197.99,94053103.83,96541376.36,96541388.46,96537507.7,96540487.87,96543091.48,96543085.77,96546669.44,96535418.49,,
Lesotho,LSO,Surface area (sq. km),AG.SRF.TOTL.K2,,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,,
Late-demographic dividend,LTE,Surface area (sq. km),AG.SRF.TOTL.K2,,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45819872.9,45819872.9,45821912.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45821992.9,45820652.9,45820662.9,45820662.9,45821332.9,45821362.9,45821394.9,45821494.9,45821494.9,45821504.9,45821504.9,45821494.9,45821494.9,45821494.9,45819624.9,45819635.1,45819685.1,45819694.6,45819709.4,45821606.7,45821596.9,45821596.9,45821440.9,45821446.4,45821306.6,45821278.8,45821290.8,45821019.2,45821237.2,45821187.3,45821795.4,45821791.7,45821803.8,,
Lithuania,LTU,Surface area (sq. km),AG.SRF.TOTL.K2,,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65286,65286,65286,65286,65290,,
Luxembourg,LUX,Surface area (sq. km),AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,,
Latvia,LVA,Surface area (sq. km),AG.SRF.TOTL.K2,,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64559,64560,64510,64480,64480,64490,64570,64570,64570,64570,64570,,
"Macao SAR, China",MAC,Surface area (sq. km),AG.SRF.TOTL.K2,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26,27,27,28,28,28.6,29.2,29.2,29.5,29.7,29.9,29.9,30.3,30.3,30.4,30.5,30.8,32.9,,
St. Martin (French part),MAF,Surface area (sq. km),AG.SRF.TOTL.K2,,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,50,50,50,50,50,50,50,50,,
Morocco,MAR,Surface area (sq. km),AG.SRF.TOTL.K2,,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,,
Monaco,MCO,Surface area (sq. km),AG.SRF.TOTL.K2,,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,,
Moldova,MDA,Surface area (sq. km),AG.SRF.TOTL.K2,,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33840,33840,33850,33850,33840,33840,33840,33840,33840,33840,33840,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,,
Madagascar,MDG,Surface area (sq. km),AG.SRF.TOTL.K2,,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587295,587295,587295,587295,587295,587295,587295,587295,,
Maldives,MDV,Surface area (sq. km),AG.SRF.TOTL.K2,,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,
Middle East & North Africa,MEA,Surface area (sq. km),AG.SRF.TOTL.K2,,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388337.9,11388347.9,11388357.9,11388357.9,11388367.9,11388377.9,11385837.9,11385839.9,11385844.9,11385847.9,11385659.9,11385540.9,11385548.9,11385549.9,11385550.9,11385550.9,,
Mexico,MEX,Surface area (sq. km),AG.SRF.TOTL.K2,,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964375,1964375,1964375,,
Marshall Islands,MHL,Surface area (sq. km),AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,,
Middle income,MIC,Surface area (sq. km),AG.SRF.TOTL.K2,,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81343388,81343388,81345428,81345508,81345508,81345508,81345508,81345508,81345508,81345508,81344168,81344178,81344178,81344848,81345758,81345790,81345880,81338957,81338967,81338967,81338957,81311767,81311767,81309897,81309907.2,81309957.2,81309966.7,81308308.5,81310205.8,81310206,81310206,81310045,81307504.5,81307409.7,81307412.9,81307424.9,81303548.3,81306528.3,81309132.4,81309131.5,81312714.8,81301462.1,,
North Macedonia,MKD,Surface area (sq. km),AG.SRF.TOTL.K2,,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,,
Mali,MLI,Surface area (sq. km),AG.SRF.TOTL.K2,,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,,
Malta,MLT,Surface area (sq. km),AG.SRF.TOTL.K2,,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,,
Myanmar,MMR,Surface area (sq. km),AG.SRF.TOTL.K2,,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,,
Middle East & North Africa (excluding high income),MNA,Surface area (sq. km),AG.SRF.TOTL.K2,,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8775420,8775420,8775420,8775420,8775232,8775232,8775233,8775233,8775233,8775233,,
Montenegro,MNE,Surface area (sq. km),AG.SRF.TOTL.K2,,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,,
Mongolia,MNG,Surface area (sq. km),AG.SRF.TOTL.K2,,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564116,1564116,,
Northern Mariana Islands,MNP,Surface area (sq. km),AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,,
Mozambique,MOZ,Surface area (sq. km),AG.SRF.TOTL.K2,,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,,
Mauritania,MRT,Surface area (sq. km),AG.SRF.TOTL.K2,,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,,
Mauritius,MUS,Surface area (sq. km),AG.SRF.TOTL.K2,,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,,
Malawi,MWI,Surface area (sq. km),AG.SRF.TOTL.K2,,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,,
Malaysia,MYS,Surface area (sq. km),AG.SRF.TOTL.K2,,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330396,330396,330345,330345,330345,330345,,
North America,NAC,Surface area (sq. km),AG.SRF.TOTL.K2,,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19511834,19511834,19511834,19511834,19511834,19511834,19511834,19511834,19711314,19711314,19711314,19711314,19711314,19715550,19715550,19715550,19715550,19715550,19715550,,
